text_id,project,translation,token_count
P393627,saao_saa19,"To the king, my lord: your serv[a]nt Duri-Aššur. ruling [A]s to the work about which the king, my lord, wrote to me, the (protective) wall is finished. The father(s) have performed the king’s naṭu ritual. The river wood has been cut and broken pieces have been smeared (with) bitumen. 28 wooden stockades have been placed, the door of the main gate has been installed and the key and loc[k] have been made. The drainage pipes of the courtyard have been coated with bitumen. The [...] of the dariku-container has been installed. The rest of the barracks have been completely built and roofed. I am (also) completely building the s[to]rehouse of ... [I shall glaze] burn[t b]ricks and coat [them] with bitumen. The storehouses for the garrison troops have been completely built. They are plastering the roofs, installing the gutters and paving the yards. The outer pool is excellent. Inside, the water from the lagoon of the Tigris is good. Let the king, my lord, come and have a look. ...... I am bringing the subsoil ploughs, šugurru-mats, bitumen, hamartu and the cattle into the garrison and arranging them. [L]et the garrison troops come and enter the garrison. Who will raise [the barl]ey? Perhaps the [king], my [lo]rd should send me (word about it). The royal ‘mule house [man]' has inspected [the troop]s: [x hundred]-62 men [from ] Raṣappa, ..., Arzuhinu. I will have the (troops) of the prefects of G[uzana] and Arrapha and the chief cupbearer come to help me.",247
P393628,saao_saa19,"To the king, my lord: your servant Duri-Aššur. The best of health to the king, my lord! The f[orts] and the land of the ki[ng, my lord], are well. The king, [my lord], can be [glad] indeed. [PN ......] (Rest destroyed or too broken for translation) (SPACER) (SPACER)",38
P393629,saao_saa19,"To the king, my lord: your servant Nabû-eṭiranni. Good health to the king, my lord! (Break) (SPACER) I have come [......]; now the (members) of the royal entourage, the temple and the cavalry should come. [...... af]terwards [......]...",33
P393630,saao_saa19,"To the king, [my lord]: your servant [Šamaš-ila'i]. The very best of health to the kin[g, my lord]! All the forts are well, the land of the treasurer is well, the land of the chief cupbearer is well. I am performing the works of Šarru-i[qb]i about which the king commanded me. The report on Urarṭu is still the same. [They] have pl[undered] the sheep of the Il[...eans] and the Tunaeans. [...] ... to [...] [......] ga[ve ...] I have s[ent ......] (Break) (SPACER) [...] have been plo[tting] [...] has been il[l] I am now sending them off with [my] mes[senger]. All is well; we are doing our work. The king, my lord, can be glad indeed. (SPACER)",108
P393631,saao_saa19,"[To the king, my lord: your servant Aššur-le'i]. ruling [Good health to the king], my lord! I have arrived in Sarun and am laying the foundations. I will (then) go to Birdunu, lay the foundations, and set out and go. Perhaps the king, my lord, will say: ""What is the news of Urarṭu?"" The ruler of Etini has twice attacked him, defeated him and plundered him. He is (now) upon him for the third time. Rusa (= Ursa) marched straight from Ṭurušpâ against the Etiniean, (but) [has tu]rned around and is coming (here). When I entered Sarduriani and attacked the cities of the other side of the Zab river, an express messenger came to Rusa, saying: ""The troops of the king of Assyria are marching against you for the third time."" (Rest destroyed or too broken for translation)",129
P393632,saao_saa19,"T[o the kin]g, [my lord]: yo[ur] servant [Aššur-le]'i. ruling Good health to the k[in]g, my lord! The land, district and the wa[tc]h [for the Urarṭi]an are well. (Break) (SPACER) I have arrested [th]is [...] from the town Šininaha and am herewith sending him to the king my lord. As to the enemy about whom the king, my lord, heard; he is the governor of Tas. [...... on] his own [......] is good.",66
P393633,saao_saa19,"[To the ki]ng, my lord: your [ser]vant Aššur-le'i. ruling The major-domo has come and entered Birdunu. All the vast troops who escaped have not yet even minimally come together, so we are not able to se[nd] details of how many were killed or taken prisoners. The messenger of the king, my [lor]d [is in the presence of] Inurta-ila'i [......] (Rest destroyed or too broken for translation)",57
P393634,saao_saa19,"(Beginning destroyed) I [went to the town] Rapiša. [I pl]aced [watchtow]ers th[ere] and p[ut them on alert], I transported [barley] and piled it up [th]er[e], and I brought troops into it. From there I am going to [...]li and Menaga, (two) fo[rt]s of Aššur-be[lu-taqq]in. Where they have not been put on alert, I will alert them, and I will transport barley, pile it up there, and bring troops into them. [I have e]qui[p]ped the fort[s which] were placed under Bel-aplu-iddina, saying: ""[...li] (and) Menag[a ...]"" [the fo]rts [......] (Rest destroyed)",85
P393635,saao_saa19,"To the king, m[y] lord: your servant Aššur-šallimann[i]. Good health to the kin[g, my lord]! We got together on the 26th, stood in the presence of the commander-in-chief and gave orders to one another. We arrived within the (city) gates and inflicted a defeat: Mukin-zeri has been killed and Šumu-ukin, his son, has also been killed. The city is conquered. The king, my lord, can be glad. The king, my lord, should wait for our messenger, until our messenger comes. Only thereupon should the king, [my] lo[rd], come. Perhaps the king, [my] lord, will say: ""Did they kill (people) within the city gates?"" I swear by the gods of the king, m[y] lord, that they entered only one cubit, one span into the city centre. The king, my lord, may ask about it. As to the barley for Merodach-baladan about which the king, my lord, told me, when he saw the defeat, he said: ""I have sent word, they are bringing it."" (SPACER)",162
P393636,saao_saa19,"To the king, my lord: your servant Aššur-šallimanni. Good health to the king, my lord! Concerning the town of Dur-Ammi-iababa about which the king, my lord, wrote to me, they have raised a palace a[top the citadel], (and) the mo[at of the wal]l is finished. ...[...] all [......] to [Dur]-Ammi-iababa [...... we sh]all go ...[...] [Concern]ing the barley of Bel-aplu-iddina [about which the k]ing, my lord, [wro]te to me, Mušallim-Marduk, [who] went [wi]th the boats, [has retu]rned. On the 9th, the boats arrived [in the town of ...]editi. I asked [Mušal]lim-Marduk: ""[How m]any boats are there? [......] He said: ""The barley [...] (Rest destroyed) (SPACER)",96
P393637,saao_saa19,"To the king, [m]y lord: your servant Aššur-šallimanni. Good health to the kin[g], my lord! As to the order that the king, my lord, gave me: ""Go, [let] them [occ]upy the fort."" The king, my lord (Break) (SPACER) ""Bring me [......], or I will immediately go to the Palace."" What are the king my lord's orders?",53
P393638,saao_saa19,"[To the king, my lord: your servant] Aššur-šallimanni. [Good health to the king, m]y [lord!] The [king's] cam[p] is well. [As to the Aramean]s about whom the king, my lord, gave us orders: ""[Get going and] march off!"" – we have turned back from Maruru and [directed] our course [...] towards the Arameans. Opposite Nippur they brought us [the kin]g’s [sealed order], saying: ""[...] is coming to them. [...] get assembled and go! Exact the dried corn [from the houses of Bi]t-Amukani!"" We turned back and are staying [in Marur]u. The cavalrymen [whom] we transferred [to] Maruru (and) [who] are staying in Maruru have arrested 60 [wande]ring men. On the next day I conquered the [...]eans (Break) (SPACER) [......] not [...] [......] [...] I have sent a report about them to the king, my lord. (SPACER)",126
P393639,saao_saa19,"[T]o the king, my lord: yo[ur] se[rvant] Mušezib-ilu. Good health to the king, my lord! The Gambuleans were in Arrapha on the 3rd day. I was wounded in the military campaign and I am very ill. It is not possible for me to co[me] to the king, my lord. At the moment I am laid up in the town Ša-Turmiš on the Za[b] river. The king, my lord, [knows] that I [... whatev]er Šarru-i[qb]i of Ša-Turm[iš] together with the heralds have taken. If I write [...], I [...]. [Perhaps the king], my lord, will say: ""Is [it true] that they have sent [...] to [NN]?"" The kin[g, my lord], should not wo[rry about it]. [......] they will put [......] Marduk-emu[ranni ...]... [... the ki]ng, [my l]or[d ......] (Break) (SPACER) [...] he ...[...] their [...]s [...... i]n finishing [...]... [...] their [...] there [...] Bananu [and NN] are [ac]ting like rebels. [...]-Šer has written and ... [.......], saying: ""Mu[šezib-ilu is] not [going] to [Dur-Kur]igalzu. ...[......] if [......] [......] [...], saying: [...] slan[dered] him Let them bring in the [...] man like a common criminal, and let the king, my lord, interrogate him. W[hen] he came, he told me: ""[You] should [stay off] Dur-Kurigalzu! If you come, [they] will ki[ll you]."" I am te[lling] a matter which I have heard and seen. The king sent (his) messenger after me to the road of [L]ahiru. He said: ""Come, let me bring you in[to] Dur-Kurigalzu."" [But as I am ill], I refused to go. [Those who] keep watch [in] the fort sent out [m]y [letter(s)].",236
P393641,saao_saa19,"To the king, my lord: your servant Nergal-a[šared]. Good health to the king, my lo[rd]! All the forts are [w]ell. I have received the horses from the chief of trade whom the king, my lord, sent to me, and have delivered them. All the [ki]ng's servants are well. I have [no]t yet rece[ived the r]est of the hors[es fr]om the la[nd of ...] (Break) (SPACER) their city [...] Those who led the fortified towns of the river basin of the House of Wargi - their loss was 370 killed. The king, my lord, may ask (about it). (SPACER)",93
P393642,saao_saa19,"(Beginning destroyed) I wen[t d]own, razed the towns and burnt them, lifted the ba[rl]ey and [p]iled it up in the fort. The ‘mule house man' has come, saying: ""Let me divide the booty into portions in Mazamua. Kanunayu th[e ...] is departing."" I sent word and they are coming down no[w]. Let [the king], my [lo]rd, write me quickly so that he may set out. [...] bread [...] (Break) (SPACER) ...[...] to [NN ...] to [Na]bû-be[lu]-ka''in [...] to Mannu-laddi[n ...] saying: ""This is what [......] Wh[y sho]uld they convict me [...]? [... ...n]i, [NN] [sa]ying: ""[...], the [‘mule house] man' [......] (Rest destroyed or too broken for translation)",85
P393643,saao_saa19,"(Beginning destroyed) (from) 1[0]0 horses that came from Calneh: (on the way) [f]rom Calah to Dur-Bel-ila’i, before they arrived to me, 26 of them died. (SPACER)",23
P393644,saao_saa19,"To the king, my lord: your servant Šamaš-bunaya. Good health to the king, my lord! I set out from Marad on the 29th and went as far as Parak-Mari. I checked and received the people who were in the custody of the citizens of Larak (and) Nippur. I shall set out from Parak-Mari on the first. I shall bring and appoint the people. (Then) I shall come to the king, my lord. (SPACER)",72
P393645,saao_saa19,"To the king, my [l]ord: your servant Šamaš-bunaya. Concerning the people about whom the king, my lord, wrote to me, right now I am sending 373 persons under the care of [Z]er-abi to the king, my lord. 57 men; 6 men of [5 spans' height, 3] of 4 spans' height, 12 of 3 spans’ height; 8 [weaned; x] sucklings. Total 78 men [and ......] 3 (of) 4 (spans' height); 2 (of) 3 (spans' height) [......]. Total 52 o[f ......] 70 men [......] 12 of 4 spa[ns' height ......] 16 of 3 s[pans' height ......]. Total 136 [......] 5 of 4 spans' height [......] Šamaš-eriba [......] (Break) (SPACER) the [... official ......] from [......] cam[e ......] [I have written down] the[ir] names [in a letter and am herewith sending them] to the king, [my lord]. The father of [NN ...], the father of [NN ...], Garaba [...] (and) Gabbu-Šama[š ...] are the property of Nabû-še[zib ...]; they are [...] men. I am herewith sending their young men to [the king], my lord. There are goldsmiths and notables among them. (SPACER)",157
